,INTERCONNECTORID,DIRECTION,REGIONID,BIDTYPE,LOSSSEGMENT,MWBREAKPOINT,INDEX,MEANVALUE,UPPERBOUND,LHSCOEFFICIENTS,RHSCONSTANT,ROWINDEX,FROMREGIONLOSSSHARE,DISPATCHED
0,N-Q-MNSP1,REGIONFROM,NSW1,ENERGY,34,0,1905,0.0,0.0,-1.0530920000000001,9869.05,4437,0.52,0.0
1,N-Q-MNSP1,REGIONTO,QLD1,ENERGY,34,0,1905,0.0,0.0,0.950992,8915.47,4438,0.52,0.0
2,N-Q-MNSP1,REGIONFROM,NSW1,ENERGY,35,9,1906,4.5,9.0,-1.058024486,9869.05,4437,0.52,0.0
3,N-Q-MNSP1,REGIONTO,QLD1,ENERGY,35,9,1906,4.5,9.0,0.946438936,8915.47,4438,0.52,0.0
4,N-Q-MNSP1,REGIONFROM,NSW1,ENERGY,36,17,1907,13.0,8.0,-1.067341404,9869.05,4437,0.52,0.0
5,N-Q-MNSP1,REGIONTO,QLD1,ENERGY,36,17,1907,13.0,8.0,0.937838704,8915.47,4438,0.52,0.0
6,N-Q-MNSP1,REGIONFROM,NSW1,ENERGY,37,25,1908,21.0,8.0,-1.076110268,9869.05,4437,0.52,0.0
7,N-Q-MNSP1,REGIONTO,QLD1,ENERGY,37,25,1908,21.0,8.0,0.9297443679999999,8915.47,4438,0.52,0.0
8,N-Q-MNSP1,REGIONFROM,NSW1,ENERGY,38,33,1909,29.0,8.0,-1.084879132,9869.05,4437,0.52,0.0
9,N-Q-MNSP1,REGIONTO,QLD1,ENERGY,38,33,1909,29.0,8.0,0.921650032,8915.47,4438,0.52,0.0
10,N-Q-MNSP1,REGIONFROM,NSW1,ENERGY,39,41,1910,37.0,8.0,-1.093647996,9869.05,4437,0.52,0.0
11,N-Q-MNSP1,REGIONTO,QLD1,ENERGY,39,41,1910,37.0,8.0,0.913555696,8915.47,4438,0.52,0.0
12,N-Q-MNSP1,REGIONFROM,NSW1,ENERGY,40,49,1911,45.0,8.0,-1.10241686,9869.05,4437,0.52,0.0
13,N-Q-MNSP1,REGIONTO,QLD1,ENERGY,40,49,1911,45.0,8.0,0.90546136,8915.47,4438,0.52,0.0
14,N-Q-MNSP1,REGIONFROM,NSW1,ENERGY,41,57,1912,53.0,8.0,-1.111185724,9869.05,4437,0.52,0.0
15,N-Q-MNSP1,REGIONTO,QLD1,ENERGY,41,57,1912,53.0,8.0,0.897367024,8915.47,4438,0.52,0.0
16,N-Q-MNSP1,REGIONFROM,NSW1,ENERGY,42,65,1913,61.0,8.0,-1.119954588,9869.05,4437,0.52,0.0
17,N-Q-MNSP1,REGIONTO,QLD1,ENERGY,42,65,1913,61.0,8.0,0.889272688,8915.47,4438,0.52,0.0
18,N-Q-MNSP1,REGIONFROM,NSW1,ENERGY,43,73,1914,69.0,8.0,-1.128723452,9869.05,4437,0.52,0.0
19,N-Q-MNSP1,REGIONTO,QLD1,ENERGY,43,73,1914,69.0,8.0,0.881178352,8915.47,4438,0.52,0.0
20,N-Q-MNSP1,REGIONFROM,NSW1,ENERGY,44,81,1915,77.0,8.0,-1.1374923160000001,9869.05,4437,0.52,0.0
21,N-Q-MNSP1,REGIONTO,QLD1,ENERGY,44,81,1915,77.0,8.0,0.873084016,8915.47,4438,0.52,0.0
22,N-Q-MNSP1,REGIONFROM,NSW1,ENERGY,45,89,1916,85.0,8.0,-1.14626118,9869.05,4437,0.52,0.0
23,N-Q-MNSP1,REGIONTO,QLD1,ENERGY,45,89,1916,85.0,8.0,0.86498968,8915.47,4438,0.52,0.0
24,N-Q-MNSP1,REGIONFROM,NSW1,ENERGY,46,97,1917,93.0,8.0,-1.155030044,9869.05,4437,0.52,0.0
25,N-Q-MNSP1,REGIONTO,QLD1,ENERGY,46,97,1917,93.0,8.0,0.856895344,8915.47,4438,0.52,0.0
26,N-Q-MNSP1,REGIONFROM,NSW1,ENERGY,47,105,1918,101.0,8.0,-1.163798908,9869.05,4437,0.52,0.0
27,N-Q-MNSP1,REGIONTO,QLD1,ENERGY,47,105,1918,101.0,8.0,0.8488010079999999,8915.47,4438,0.52,0.0
28,N-Q-MNSP1,REGIONFROM,NSW1,ENERGY,48,113,1919,109.0,8.0,-1.172567772,9869.05,4437,0.52,0.0
29,N-Q-MNSP1,REGIONTO,QLD1,ENERGY,48,113,1919,109.0,8.0,0.840706672,8915.47,4438,0.52,0.0
30,N-Q-MNSP1,REGIONFROM,NSW1,ENERGY,49,121,1920,117.0,8.0,-1.181336636,9869.05,4437,0.52,0.0
31,N-Q-MNSP1,REGIONTO,QLD1,ENERGY,49,121,1920,117.0,8.0,0.832612336,8915.47,4438,0.52,0.0
32,N-Q-MNSP1,REGIONFROM,NSW1,ENERGY,50,129,1921,125.0,8.0,-1.1901055,9869.05,4437,0.52,0.0
33,N-Q-MNSP1,REGIONTO,QLD1,ENERGY,50,129,1921,125.0,8.0,0.8245179999999999,8915.47,4438,0.52,0.0
34,N-Q-MNSP1,REGIONFROM,NSW1,ENERGY,51,137,1922,133.0,8.0,-1.1988743640000001,9869.05,4437,0.52,0.0
35,N-Q-MNSP1,REGIONTO,QLD1,ENERGY,51,137,1922,133.0,8.0,0.816423664,8915.47,4438,0.52,0.0
36,N-Q-MNSP1,REGIONFROM,NSW1,ENERGY,52,145,1923,141.0,8.0,-1.207643228,9869.05,4437,0.52,0.0
37,N-Q-MNSP1,REGIONTO,QLD1,ENERGY,52,145,1923,141.0,8.0,0.8083293279999999,8915.47,4438,0.52,0.0
38,N-Q-MNSP1,REGIONFROM,NSW1,ENERGY,53,153,1924,149.0,8.0,-1.2164120920000001,9869.05,4437,0.52,0.0
39,N-Q-MNSP1,REGIONTO,QLD1,ENERGY,53,153,1924,149.0,8.0,0.800234992,8915.47,4438,0.52,0.0
40,N-Q-MNSP1,REGIONFROM,NSW1,ENERGY,54,161,1925,157.0,8.0,-1.225180956,9869.05,4437,0.52,0.0
41,N-Q-MNSP1,REGIONTO,QLD1,ENERGY,54,161,1925,157.0,8.0,0.7921406559999999,8915.47,4438,0.52,0.0
42,N-Q-MNSP1,REGIONFROM,NSW1,ENERGY,55,169,1926,165.0,8.0,-1.23394982,9869.05,4437,0.52,0.0
43,N-Q-MNSP1,REGIONTO,QLD1,ENERGY,55,169,1926,165.0,8.0,0.78404632,8915.47,4438,0.52,0.0
44,N-Q-MNSP1,REGIONFROM,NSW1,ENERGY,56,177,1927,173.0,8.0,-1.242718684,9869.05,4437,0.52,0.0
45,N-Q-MNSP1,REGIONTO,QLD1,ENERGY,56,177,1927,173.0,8.0,0.775951984,8915.47,4438,0.52,0.0
46,N-Q-MNSP1,REGIONFROM,NSW1,ENERGY,57,185,1928,181.0,8.0,-1.251487548,9869.05,4437,0.52,0.0
47,N-Q-MNSP1,REGIONTO,QLD1,ENERGY,57,185,1928,181.0,8.0,0.767857648,8915.47,4438,0.52,0.0
48,N-Q-MNSP1,REGIONFROM,NSW1,ENERGY,58,193,1929,189.0,8.0,-1.260256412,9869.05,4437,0.52,0.0
49,N-Q-MNSP1,REGIONTO,QLD1,ENERGY,58,193,1929,189.0,8.0,0.759763312,8915.47,4438,0.52,0.0
50,N-Q-MNSP1,REGIONFROM,NSW1,ENERGY,59,201,1930,197.0,8.0,-1.269025276,9869.05,4437,0.52,0.0
51,N-Q-MNSP1,REGIONTO,QLD1,ENERGY,59,201,1930,197.0,8.0,0.7516689759999999,8915.47,4438,0.52,0.0
52,N-Q-MNSP1,REGIONFROM,NSW1,ENERGY,60,209,1931,205.0,8.0,-1.2777941400000001,9869.05,4437,0.52,0.0
53,N-Q-MNSP1,REGIONTO,QLD1,ENERGY,60,209,1931,205.0,8.0,0.74357464,8915.47,4438,0.52,0.0
54,N-Q-MNSP1,REGIONFROM,NSW1,ENERGY,61,217,1932,213.0,8.0,-1.286563004,9869.05,4437,0.52,0.0
55,N-Q-MNSP1,REGIONTO,QLD1,ENERGY,61,217,1932,213.0,8.0,0.735480304,8915.47,4438,0.52,0.0
56,N-Q-MNSP1,REGIONFROM,NSW1,ENERGY,62,225,1933,221.0,8.0,-1.2953318679999999,9869.05,4437,0.52,0.0
57,N-Q-MNSP1,REGIONTO,QLD1,ENERGY,62,225,1933,221.0,8.0,0.727385968,8915.47,4438,0.52,0.0
58,N-Q-MNSP1,REGIONFROM,NSW1,ENERGY,63,233,1934,229.0,8.0,-1.304100732,9869.05,4437,0.52,0.0
59,N-Q-MNSP1,REGIONTO,QLD1,ENERGY,63,233,1934,229.0,8.0,0.719291632,8915.47,4438,0.52,0.0
60,N-Q-MNSP1,REGIONFROM,NSW1,ENERGY,64,241,1935,237.0,8.0,-1.312869596,9869.05,4437,0.52,0.0
61,N-Q-MNSP1,REGIONTO,QLD1,ENERGY,64,241,1935,237.0,8.0,0.7111972959999999,8915.47,4438,0.52,0.0
62,N-Q-MNSP1,REGIONFROM,NSW1,ENERGY,65,249,1936,245.0,8.0,-1.32163846,9869.05,4437,0.52,0.0
63,N-Q-MNSP1,REGIONTO,QLD1,ENERGY,65,249,1936,245.0,8.0,0.7031029599999999,8915.47,4438,0.52,0.0
64,N-Q-MNSP1,REGIONFROM,NSW1,ENERGY,66,257,1937,253.0,8.0,-1.330407324,9869.05,4437,0.52,0.0
65,N-Q-MNSP1,REGIONTO,QLD1,ENERGY,66,257,1937,253.0,8.0,0.695008624,8915.47,4438,0.52,0.0
66,N-Q-MNSP1,REGIONFROM,NSW1,ENERGY,67,265,1938,261.0,8.0,-1.3391761880000002,9869.05,4437,0.52,0.0
67,N-Q-MNSP1,REGIONTO,QLD1,ENERGY,67,265,1938,261.0,8.0,0.686914288,8915.47,4438,0.52,0.0
68,N-Q-MNSP1,REGIONFROM,QLD1,ENERGY,1,-265,1939,-261.0,8.0,-1.2329921879999999,8915.47,4438,0.52,0.0
69,N-Q-MNSP1,REGIONTO,NSW1,ENERGY,1,-265,1939,-261.0,8.0,0.7849302880000001,9869.05,4437,0.52,0.0
70,N-Q-MNSP1,REGIONFROM,QLD1,ENERGY,2,-257,1940,-253.0,8.0,-1.224223324,8915.47,4438,0.52,0.0
71,N-Q-MNSP1,REGIONTO,NSW1,ENERGY,2,-257,1940,-253.0,8.0,0.7930246240000001,9869.05,4437,0.52,0.0
72,N-Q-MNSP1,REGIONFROM,QLD1,ENERGY,3,-249,1941,-245.0,8.0,-1.21545446,8915.47,4438,0.52,0.0
73,N-Q-MNSP1,REGIONTO,NSW1,ENERGY,3,-249,1941,-245.0,8.0,0.80111896,9869.05,4437,0.52,0.0
74,N-Q-MNSP1,REGIONFROM,QLD1,ENERGY,4,-241,1942,-237.0,8.0,-1.206685596,8915.47,4438,0.52,0.0
75,N-Q-MNSP1,REGIONTO,NSW1,ENERGY,4,-241,1942,-237.0,8.0,0.809213296,9869.05,4437,0.52,0.0
76,N-Q-MNSP1,REGIONFROM,QLD1,ENERGY,5,-233,1943,-229.0,8.0,-1.197916732,8915.47,4438,0.52,0.0
77,N-Q-MNSP1,REGIONTO,NSW1,ENERGY,5,-233,1943,-229.0,8.0,0.8173076320000001,9869.05,4437,0.52,0.0
78,N-Q-MNSP1,REGIONFROM,QLD1,ENERGY,6,-225,1944,-221.0,8.0,-1.1891478679999998,8915.47,4438,0.52,0.0
79,N-Q-MNSP1,REGIONTO,NSW1,ENERGY,6,-225,1944,-221.0,8.0,0.8254019680000001,9869.05,4437,0.52,0.0
80,N-Q-MNSP1,REGIONFROM,QLD1,ENERGY,7,-217,1945,-213.0,8.0,-1.180379004,8915.47,4438,0.52,0.0
81,N-Q-MNSP1,REGIONTO,NSW1,ENERGY,7,-217,1945,-213.0,8.0,0.8334963040000001,9869.05,4437,0.52,0.0
82,N-Q-MNSP1,REGIONFROM,QLD1,ENERGY,8,-209,1946,-205.0,8.0,-1.1716101399999999,8915.47,4438,0.52,0.0
83,N-Q-MNSP1,REGIONTO,NSW1,ENERGY,8,-209,1946,-205.0,8.0,0.8415906400000001,9869.05,4437,0.52,0.0
84,N-Q-MNSP1,REGIONFROM,QLD1,ENERGY,9,-201,1947,-197.0,8.0,-1.162841276,8915.47,4438,0.52,0.0
85,N-Q-MNSP1,REGIONTO,NSW1,ENERGY,9,-201,1947,-197.0,8.0,0.849684976,9869.05,4437,0.52,0.0
86,N-Q-MNSP1,REGIONFROM,QLD1,ENERGY,10,-193,1948,-189.0,8.0,-1.1540724119999999,8915.47,4438,0.52,0.0
87,N-Q-MNSP1,REGIONTO,NSW1,ENERGY,10,-193,1948,-189.0,8.0,0.8577793120000001,9869.05,4437,0.52,0.0
88,N-Q-MNSP1,REGIONFROM,QLD1,ENERGY,11,-185,1949,-181.0,8.0,-1.145303548,8915.47,4438,0.52,0.0
89,N-Q-MNSP1,REGIONTO,NSW1,ENERGY,11,-185,1949,-181.0,8.0,0.865873648,9869.05,4437,0.52,0.0
90,N-Q-MNSP1,REGIONFROM,QLD1,ENERGY,12,-177,1950,-173.0,8.0,-1.136534684,8915.47,4438,0.52,0.0
91,N-Q-MNSP1,REGIONTO,NSW1,ENERGY,12,-177,1950,-173.0,8.0,0.8739679840000001,9869.05,4437,0.52,0.0
92,N-Q-MNSP1,REGIONFROM,QLD1,ENERGY,13,-169,1951,-165.0,8.0,-1.12776582,8915.47,4438,0.52,0.0
93,N-Q-MNSP1,REGIONTO,NSW1,ENERGY,13,-169,1951,-165.0,8.0,0.8820623200000001,9869.05,4437,0.52,0.0
94,N-Q-MNSP1,REGIONFROM,QLD1,ENERGY,14,-161,1952,-157.0,8.0,-1.118996956,8915.47,4438,0.52,0.0
95,N-Q-MNSP1,REGIONTO,NSW1,ENERGY,14,-161,1952,-157.0,8.0,0.890156656,9869.05,4437,0.52,0.0
96,N-Q-MNSP1,REGIONFROM,QLD1,ENERGY,15,-153,1953,-149.0,8.0,-1.110228092,8915.47,4438,0.52,0.0
97,N-Q-MNSP1,REGIONTO,NSW1,ENERGY,15,-153,1953,-149.0,8.0,0.898250992,9869.05,4437,0.52,0.0
98,N-Q-MNSP1,REGIONFROM,QLD1,ENERGY,16,-145,1954,-141.0,8.0,-1.101459228,8915.47,4438,0.52,0.0
99,N-Q-MNSP1,REGIONTO,NSW1,ENERGY,16,-145,1954,-141.0,8.0,0.906345328,9869.05,4437,0.52,0.0
100,N-Q-MNSP1,REGIONFROM,QLD1,ENERGY,17,-137,1955,-133.0,8.0,-1.0926903639999999,8915.47,4438,0.52,0.0
101,N-Q-MNSP1,REGIONTO,NSW1,ENERGY,17,-137,1955,-133.0,8.0,0.9144396640000001,9869.05,4437,0.52,0.0
102,N-Q-MNSP1,REGIONFROM,QLD1,ENERGY,18,-129,1956,-125.0,8.0,-1.0839215,8915.47,4438,0.52,0.0
103,N-Q-MNSP1,REGIONTO,NSW1,ENERGY,18,-129,1956,-125.0,8.0,0.9225340000000001,9869.05,4437,0.52,0.0
104,N-Q-MNSP1,REGIONFROM,QLD1,ENERGY,19,-121,1957,-117.0,8.0,-1.0751526359999999,8915.47,4438,0.52,0.0
105,N-Q-MNSP1,REGIONTO,NSW1,ENERGY,19,-121,1957,-117.0,8.0,0.9306283360000001,9869.05,4437,0.52,0.0
106,N-Q-MNSP1,REGIONFROM,QLD1,ENERGY,20,-113,1958,-109.0,8.0,-1.066383772,8915.47,4438,0.52,0.0
107,N-Q-MNSP1,REGIONTO,NSW1,ENERGY,20,-113,1958,-109.0,8.0,0.938722672,9869.05,4437,0.52,0.0
108,N-Q-MNSP1,REGIONFROM,QLD1,ENERGY,21,-105,1959,-101.0,8.0,-1.057614908,8915.47,4438,0.52,0.0
109,N-Q-MNSP1,REGIONTO,NSW1,ENERGY,21,-105,1959,-101.0,8.0,0.946817008,9869.05,4437,0.52,0.0
110,N-Q-MNSP1,REGIONFROM,QLD1,ENERGY,22,-97,1960,-93.0,8.0,-1.048846044,8915.47,4438,0.52,0.0
111,N-Q-MNSP1,REGIONTO,NSW1,ENERGY,22,-97,1960,-93.0,8.0,0.954911344,9869.05,4437,0.52,0.0
112,N-Q-MNSP1,REGIONFROM,QLD1,ENERGY,23,-89,1961,-85.0,8.0,-1.04007718,8915.47,4438,0.52,4.3
113,N-Q-MNSP1,REGIONTO,NSW1,ENERGY,23,-89,1961,-85.0,8.0,0.96300568,9869.05,4437,0.52,4.3
114,N-Q-MNSP1,REGIONFROM,QLD1,ENERGY,24,-81,1962,-77.0,8.0,-1.0313083159999998,8915.47,4438,0.52,8.0
115,N-Q-MNSP1,REGIONTO,NSW1,ENERGY,24,-81,1962,-77.0,8.0,0.9711000160000001,9869.05,4437,0.52,8.0
116,N-Q-MNSP1,REGIONFROM,QLD1,ENERGY,25,-73,1963,-69.0,8.0,-1.022539452,8915.47,4438,0.52,8.0
117,N-Q-MNSP1,REGIONTO,NSW1,ENERGY,25,-73,1963,-69.0,8.0,0.979194352,9869.05,4437,0.52,8.0
118,N-Q-MNSP1,REGIONFROM,QLD1,ENERGY,26,-65,1964,-61.0,8.0,-1.0137705879999999,8915.47,4438,0.52,8.0
119,N-Q-MNSP1,REGIONTO,NSW1,ENERGY,26,-65,1964,-61.0,8.0,0.987288688,9869.05,4437,0.52,8.0
120,N-Q-MNSP1,REGIONFROM,QLD1,ENERGY,27,-57,1965,-53.0,8.0,-1.005001724,8915.47,4438,0.52,8.0
