,INTERCONNECTORID,DIRECTION,REGIONID,BIDTYPE,LOSSSEGMENT,MWBREAKPOINT,INDEX,MEANVALUE,UPPERBOUND,LHSCOEFFICIENTS,RHSCONSTANT,ROWINDEX,FROMREGIONLOSSSHARE,DISPATCHED
0,N-Q-MNSP1,REGIONFROM,NSW1,ENERGY,34,0,1929,0.0,0.0,-1.0530920000000001,7774.74,4445,0.52,0.0
1,N-Q-MNSP1,REGIONTO,QLD1,ENERGY,34,0,1929,0.0,0.0,0.950992,5772.82,4446,0.52,0.0
2,N-Q-MNSP1,REGIONFROM,NSW1,ENERGY,35,9,1930,4.5,9.0,-1.058024486,7774.74,4445,0.52,0.0
3,N-Q-MNSP1,REGIONTO,QLD1,ENERGY,35,9,1930,4.5,9.0,0.946438936,5772.82,4446,0.52,0.0
4,N-Q-MNSP1,REGIONFROM,NSW1,ENERGY,36,17,1931,13.0,8.0,-1.067341404,7774.74,4445,0.52,0.0
5,N-Q-MNSP1,REGIONTO,QLD1,ENERGY,36,17,1931,13.0,8.0,0.937838704,5772.82,4446,0.52,0.0
6,N-Q-MNSP1,REGIONFROM,NSW1,ENERGY,37,25,1932,21.0,8.0,-1.076110268,7774.74,4445,0.52,0.0
7,N-Q-MNSP1,REGIONTO,QLD1,ENERGY,37,25,1932,21.0,8.0,0.9297443679999999,5772.82,4446,0.52,0.0
8,N-Q-MNSP1,REGIONFROM,NSW1,ENERGY,38,33,1933,29.0,8.0,-1.084879132,7774.74,4445,0.52,0.0
9,N-Q-MNSP1,REGIONTO,QLD1,ENERGY,38,33,1933,29.0,8.0,0.921650032,5772.82,4446,0.52,0.0
10,N-Q-MNSP1,REGIONFROM,NSW1,ENERGY,39,41,1934,37.0,8.0,-1.093647996,7774.74,4445,0.52,0.0
11,N-Q-MNSP1,REGIONTO,QLD1,ENERGY,39,41,1934,37.0,8.0,0.913555696,5772.82,4446,0.52,0.0
12,N-Q-MNSP1,REGIONFROM,NSW1,ENERGY,40,49,1935,45.0,8.0,-1.10241686,7774.74,4445,0.52,0.0
13,N-Q-MNSP1,REGIONTO,QLD1,ENERGY,40,49,1935,45.0,8.0,0.90546136,5772.82,4446,0.52,0.0
14,N-Q-MNSP1,REGIONFROM,NSW1,ENERGY,41,57,1936,53.0,8.0,-1.111185724,7774.74,4445,0.52,0.0
15,N-Q-MNSP1,REGIONTO,QLD1,ENERGY,41,57,1936,53.0,8.0,0.897367024,5772.82,4446,0.52,0.0
16,N-Q-MNSP1,REGIONFROM,NSW1,ENERGY,42,65,1937,61.0,8.0,-1.119954588,7774.74,4445,0.52,0.0
17,N-Q-MNSP1,REGIONTO,QLD1,ENERGY,42,65,1937,61.0,8.0,0.889272688,5772.82,4446,0.52,0.0
18,N-Q-MNSP1,REGIONFROM,NSW1,ENERGY,43,73,1938,69.0,8.0,-1.128723452,7774.74,4445,0.52,0.0
19,N-Q-MNSP1,REGIONTO,QLD1,ENERGY,43,73,1938,69.0,8.0,0.881178352,5772.82,4446,0.52,0.0
20,N-Q-MNSP1,REGIONFROM,NSW1,ENERGY,44,81,1939,77.0,8.0,-1.1374923160000001,7774.74,4445,0.52,0.0
21,N-Q-MNSP1,REGIONTO,QLD1,ENERGY,44,81,1939,77.0,8.0,0.873084016,5772.82,4446,0.52,0.0
22,N-Q-MNSP1,REGIONFROM,NSW1,ENERGY,45,89,1940,85.0,8.0,-1.14626118,7774.74,4445,0.52,0.0
23,N-Q-MNSP1,REGIONTO,QLD1,ENERGY,45,89,1940,85.0,8.0,0.86498968,5772.82,4446,0.52,0.0
24,N-Q-MNSP1,REGIONFROM,NSW1,ENERGY,46,97,1941,93.0,8.0,-1.155030044,7774.74,4445,0.52,0.0
25,N-Q-MNSP1,REGIONTO,QLD1,ENERGY,46,97,1941,93.0,8.0,0.856895344,5772.82,4446,0.52,0.0
26,N-Q-MNSP1,REGIONFROM,NSW1,ENERGY,47,105,1942,101.0,8.0,-1.163798908,7774.74,4445,0.52,0.0
27,N-Q-MNSP1,REGIONTO,QLD1,ENERGY,47,105,1942,101.0,8.0,0.8488010079999999,5772.82,4446,0.52,0.0
28,N-Q-MNSP1,REGIONFROM,NSW1,ENERGY,48,113,1943,109.0,8.0,-1.172567772,7774.74,4445,0.52,0.0
29,N-Q-MNSP1,REGIONTO,QLD1,ENERGY,48,113,1943,109.0,8.0,0.840706672,5772.82,4446,0.52,0.0
30,N-Q-MNSP1,REGIONFROM,NSW1,ENERGY,49,121,1944,117.0,8.0,-1.181336636,7774.74,4445,0.52,0.0
31,N-Q-MNSP1,REGIONTO,QLD1,ENERGY,49,121,1944,117.0,8.0,0.832612336,5772.82,4446,0.52,0.0
32,N-Q-MNSP1,REGIONFROM,NSW1,ENERGY,50,129,1945,125.0,8.0,-1.1901055,7774.74,4445,0.52,0.0
33,N-Q-MNSP1,REGIONTO,QLD1,ENERGY,50,129,1945,125.0,8.0,0.8245179999999999,5772.82,4446,0.52,0.0
34,N-Q-MNSP1,REGIONFROM,NSW1,ENERGY,51,137,1946,133.0,8.0,-1.1988743640000001,7774.74,4445,0.52,0.0
35,N-Q-MNSP1,REGIONTO,QLD1,ENERGY,51,137,1946,133.0,8.0,0.816423664,5772.82,4446,0.52,0.0
36,N-Q-MNSP1,REGIONFROM,NSW1,ENERGY,52,145,1947,141.0,8.0,-1.207643228,7774.74,4445,0.52,0.0
37,N-Q-MNSP1,REGIONTO,QLD1,ENERGY,52,145,1947,141.0,8.0,0.8083293279999999,5772.82,4446,0.52,0.0
38,N-Q-MNSP1,REGIONFROM,NSW1,ENERGY,53,153,1948,149.0,8.0,-1.2164120920000001,7774.74,4445,0.52,0.0
39,N-Q-MNSP1,REGIONTO,QLD1,ENERGY,53,153,1948,149.0,8.0,0.800234992,5772.82,4446,0.52,0.0
40,N-Q-MNSP1,REGIONFROM,NSW1,ENERGY,54,161,1949,157.0,8.0,-1.225180956,7774.74,4445,0.52,0.0
41,N-Q-MNSP1,REGIONTO,QLD1,ENERGY,54,161,1949,157.0,8.0,0.7921406559999999,5772.82,4446,0.52,0.0
42,N-Q-MNSP1,REGIONFROM,NSW1,ENERGY,55,169,1950,165.0,8.0,-1.23394982,7774.74,4445,0.52,0.0
43,N-Q-MNSP1,REGIONTO,QLD1,ENERGY,55,169,1950,165.0,8.0,0.78404632,5772.82,4446,0.52,0.0
44,N-Q-MNSP1,REGIONFROM,NSW1,ENERGY,56,177,1951,173.0,8.0,-1.242718684,7774.74,4445,0.52,0.0
45,N-Q-MNSP1,REGIONTO,QLD1,ENERGY,56,177,1951,173.0,8.0,0.775951984,5772.82,4446,0.52,0.0
46,N-Q-MNSP1,REGIONFROM,NSW1,ENERGY,57,185,1952,181.0,8.0,-1.251487548,7774.74,4445,0.52,0.0
47,N-Q-MNSP1,REGIONTO,QLD1,ENERGY,57,185,1952,181.0,8.0,0.767857648,5772.82,4446,0.52,0.0
48,N-Q-MNSP1,REGIONFROM,NSW1,ENERGY,58,193,1953,189.0,8.0,-1.260256412,7774.74,4445,0.52,0.0
49,N-Q-MNSP1,REGIONTO,QLD1,ENERGY,58,193,1953,189.0,8.0,0.759763312,5772.82,4446,0.52,0.0
50,N-Q-MNSP1,REGIONFROM,NSW1,ENERGY,59,201,1954,197.0,8.0,-1.269025276,7774.74,4445,0.52,0.0
51,N-Q-MNSP1,REGIONTO,QLD1,ENERGY,59,201,1954,197.0,8.0,0.7516689759999999,5772.82,4446,0.52,0.0
52,N-Q-MNSP1,REGIONFROM,NSW1,ENERGY,60,209,1955,205.0,8.0,-1.2777941400000001,7774.74,4445,0.52,0.0
53,N-Q-MNSP1,REGIONTO,QLD1,ENERGY,60,209,1955,205.0,8.0,0.74357464,5772.82,4446,0.52,0.0
54,N-Q-MNSP1,REGIONFROM,NSW1,ENERGY,61,217,1956,213.0,8.0,-1.286563004,7774.74,4445,0.52,0.0
55,N-Q-MNSP1,REGIONTO,QLD1,ENERGY,61,217,1956,213.0,8.0,0.735480304,5772.82,4446,0.52,0.0
56,N-Q-MNSP1,REGIONFROM,NSW1,ENERGY,62,225,1957,221.0,8.0,-1.2953318679999999,7774.74,4445,0.52,0.0
57,N-Q-MNSP1,REGIONTO,QLD1,ENERGY,62,225,1957,221.0,8.0,0.727385968,5772.82,4446,0.52,0.0
58,N-Q-MNSP1,REGIONFROM,NSW1,ENERGY,63,233,1958,229.0,8.0,-1.304100732,7774.74,4445,0.52,0.0
59,N-Q-MNSP1,REGIONTO,QLD1,ENERGY,63,233,1958,229.0,8.0,0.719291632,5772.82,4446,0.52,0.0
60,N-Q-MNSP1,REGIONFROM,NSW1,ENERGY,64,241,1959,237.0,8.0,-1.312869596,7774.74,4445,0.52,0.0
61,N-Q-MNSP1,REGIONTO,QLD1,ENERGY,64,241,1959,237.0,8.0,0.7111972959999999,5772.82,4446,0.52,0.0
62,N-Q-MNSP1,REGIONFROM,NSW1,ENERGY,65,249,1960,245.0,8.0,-1.32163846,7774.74,4445,0.52,0.0
63,N-Q-MNSP1,REGIONTO,QLD1,ENERGY,65,249,1960,245.0,8.0,0.7031029599999999,5772.82,4446,0.52,0.0
64,N-Q-MNSP1,REGIONFROM,NSW1,ENERGY,66,257,1961,253.0,8.0,-1.330407324,7774.74,4445,0.52,0.0
65,N-Q-MNSP1,REGIONTO,QLD1,ENERGY,66,257,1961,253.0,8.0,0.695008624,5772.82,4446,0.52,0.0
66,N-Q-MNSP1,REGIONFROM,NSW1,ENERGY,67,265,1962,261.0,8.0,-1.3391761880000002,7774.74,4445,0.52,0.0
67,N-Q-MNSP1,REGIONTO,QLD1,ENERGY,67,265,1962,261.0,8.0,0.686914288,5772.82,4446,0.52,0.0
68,N-Q-MNSP1,REGIONFROM,QLD1,ENERGY,1,-265,1963,-261.0,8.0,-1.2329921879999999,5772.82,4446,0.52,0.0
69,N-Q-MNSP1,REGIONTO,NSW1,ENERGY,1,-265,1963,-261.0,8.0,0.7849302880000001,7774.74,4445,0.52,0.0
70,N-Q-MNSP1,REGIONFROM,QLD1,ENERGY,2,-257,1964,-253.0,8.0,-1.224223324,5772.82,4446,0.52,0.0
71,N-Q-MNSP1,REGIONTO,NSW1,ENERGY,2,-257,1964,-253.0,8.0,0.7930246240000001,7774.74,4445,0.52,0.0
72,N-Q-MNSP1,REGIONFROM,QLD1,ENERGY,3,-249,1965,-245.0,8.0,-1.21545446,5772.82,4446,0.52,0.0
73,N-Q-MNSP1,REGIONTO,NSW1,ENERGY,3,-249,1965,-245.0,8.0,0.80111896,7774.74,4445,0.52,0.0
74,N-Q-MNSP1,REGIONFROM,QLD1,ENERGY,4,-241,1966,-237.0,8.0,-1.206685596,5772.82,4446,0.52,0.0
75,N-Q-MNSP1,REGIONTO,NSW1,ENERGY,4,-241,1966,-237.0,8.0,0.809213296,7774.74,4445,0.52,0.0
76,N-Q-MNSP1,REGIONFROM,QLD1,ENERGY,5,-233,1967,-229.0,8.0,-1.197916732,5772.82,4446,0.52,0.0
77,N-Q-MNSP1,REGIONTO,NSW1,ENERGY,5,-233,1967,-229.0,8.0,0.8173076320000001,7774.74,4445,0.52,0.0
78,N-Q-MNSP1,REGIONFROM,QLD1,ENERGY,6,-225,1968,-221.0,8.0,-1.1891478679999998,5772.82,4446,0.52,0.0
79,N-Q-MNSP1,REGIONTO,NSW1,ENERGY,6,-225,1968,-221.0,8.0,0.8254019680000001,7774.74,4445,0.52,0.0
80,N-Q-MNSP1,REGIONFROM,QLD1,ENERGY,7,-217,1969,-213.0,8.0,-1.180379004,5772.82,4446,0.52,0.0
81,N-Q-MNSP1,REGIONTO,NSW1,ENERGY,7,-217,1969,-213.0,8.0,0.8334963040000001,7774.74,4445,0.52,0.0
82,N-Q-MNSP1,REGIONFROM,QLD1,ENERGY,8,-209,1970,-205.0,8.0,-1.1716101399999999,5772.82,4446,0.52,0.0
83,N-Q-MNSP1,REGIONTO,NSW1,ENERGY,8,-209,1970,-205.0,8.0,0.8415906400000001,7774.74,4445,0.52,0.0
84,N-Q-MNSP1,REGIONFROM,QLD1,ENERGY,9,-201,1971,-197.0,8.0,-1.162841276,5772.82,4446,0.52,0.0
85,N-Q-MNSP1,REGIONTO,NSW1,ENERGY,9,-201,1971,-197.0,8.0,0.849684976,7774.74,4445,0.52,0.0
86,N-Q-MNSP1,REGIONFROM,QLD1,ENERGY,10,-193,1972,-189.0,8.0,-1.1540724119999999,5772.82,4446,0.52,0.0
87,N-Q-MNSP1,REGIONTO,NSW1,ENERGY,10,-193,1972,-189.0,8.0,0.8577793120000001,7774.74,4445,0.52,0.0
88,N-Q-MNSP1,REGIONFROM,QLD1,ENERGY,11,-185,1973,-181.0,8.0,-1.145303548,5772.82,4446,0.52,0.0
89,N-Q-MNSP1,REGIONTO,NSW1,ENERGY,11,-185,1973,-181.0,8.0,0.865873648,7774.74,4445,0.52,0.0
90,N-Q-MNSP1,REGIONFROM,QLD1,ENERGY,12,-177,1974,-173.0,8.0,-1.136534684,5772.82,4446,0.52,0.0
91,N-Q-MNSP1,REGIONTO,NSW1,ENERGY,12,-177,1974,-173.0,8.0,0.8739679840000001,7774.74,4445,0.52,0.0
92,N-Q-MNSP1,REGIONFROM,QLD1,ENERGY,13,-169,1975,-165.0,8.0,-1.12776582,5772.82,4446,0.52,0.0
93,N-Q-MNSP1,REGIONTO,NSW1,ENERGY,13,-169,1975,-165.0,8.0,0.8820623200000001,7774.74,4445,0.52,0.0
94,N-Q-MNSP1,REGIONFROM,QLD1,ENERGY,14,-161,1976,-157.0,8.0,-1.118996956,5772.82,4446,0.52,0.0
95,N-Q-MNSP1,REGIONTO,NSW1,ENERGY,14,-161,1976,-157.0,8.0,0.890156656,7774.74,4445,0.52,0.0
96,N-Q-MNSP1,REGIONFROM,QLD1,ENERGY,15,-153,1977,-149.0,8.0,-1.110228092,5772.82,4446,0.52,0.0
97,N-Q-MNSP1,REGIONTO,NSW1,ENERGY,15,-153,1977,-149.0,8.0,0.898250992,7774.74,4445,0.52,0.0
98,N-Q-MNSP1,REGIONFROM,QLD1,ENERGY,16,-145,1978,-141.0,8.0,-1.101459228,5772.82,4446,0.52,0.0
99,N-Q-MNSP1,REGIONTO,NSW1,ENERGY,16,-145,1978,-141.0,8.0,0.906345328,7774.74,4445,0.52,0.0
100,N-Q-MNSP1,REGIONFROM,QLD1,ENERGY,17,-137,1979,-133.0,8.0,-1.0926903639999999,5772.82,4446,0.52,0.0
101,N-Q-MNSP1,REGIONTO,NSW1,ENERGY,17,-137,1979,-133.0,8.0,0.9144396640000001,7774.74,4445,0.52,0.0
102,N-Q-MNSP1,REGIONFROM,QLD1,ENERGY,18,-129,1980,-125.0,8.0,-1.0839215,5772.82,4446,0.52,0.0
103,N-Q-MNSP1,REGIONTO,NSW1,ENERGY,18,-129,1980,-125.0,8.0,0.9225340000000001,7774.74,4445,0.52,0.0
104,N-Q-MNSP1,REGIONFROM,QLD1,ENERGY,19,-121,1981,-117.0,8.0,-1.0751526359999999,5772.82,4446,0.52,0.0
105,N-Q-MNSP1,REGIONTO,NSW1,ENERGY,19,-121,1981,-117.0,8.0,0.9306283360000001,7774.74,4445,0.52,0.0
106,N-Q-MNSP1,REGIONFROM,QLD1,ENERGY,20,-113,1982,-109.0,8.0,-1.066383772,5772.82,4446,0.52,0.0
107,N-Q-MNSP1,REGIONTO,NSW1,ENERGY,20,-113,1982,-109.0,8.0,0.938722672,7774.74,4445,0.52,0.0
108,N-Q-MNSP1,REGIONFROM,QLD1,ENERGY,21,-105,1983,-101.0,8.0,-1.057614908,5772.82,4446,0.52,0.0
109,N-Q-MNSP1,REGIONTO,NSW1,ENERGY,21,-105,1983,-101.0,8.0,0.946817008,7774.74,4445,0.52,0.0
110,N-Q-MNSP1,REGIONFROM,QLD1,ENERGY,22,-97,1984,-93.0,8.0,-1.048846044,5772.82,4446,0.52,0.0
111,N-Q-MNSP1,REGIONTO,NSW1,ENERGY,22,-97,1984,-93.0,8.0,0.954911344,7774.74,4445,0.52,0.0
112,N-Q-MNSP1,REGIONFROM,QLD1,ENERGY,23,-89,1985,-85.0,8.0,-1.04007718,5772.82,4446,0.52,6.8720831
